,DEPTH(ft),ROP(ft / min),WOB(klbs),TPO(gal / min),RPM(rpm),SPP(psi),INC(deg),Gamma(gapi),DIFP(psi),BIT(in)
0,0.0,,,,,,,,,
1,0.5,,,,,,,,,
2,1.0,,,,,,,,,
3,1.5,,,,,,,,,
4,2.0,,,,,,,,,
5,2.5,,,,,,,,,
6,3.0,,,,,,,,,
7,3.5,,,,,,,,,
8,4.0,,,,,,,,,
9,4.5,,,,,,,,,
10,5.0,,,,,,,,,
11,5.5,,,,,,,,,
12,6.0,,,,,,,,,
13,6.5,,,,,,,,,
14,7.0,,,,,,,,,
15,7.5,,,,,,,,,
16,8.0,,,,,,,,,
17,8.5,,,,,,,,,
18,9.0,,,,,,,,,
19,9.5,,,,,,,,,
20,10.0,,,,,,,,,
21,10.5,,,,,,,,,
22,11.0,,,,,,,,,
23,11.5,,,,,,,,,
24,12.0,,,,,,,,,
25,12.5,,,,,,,,,
26,13.0,,,,,,,,,
27,13.5,,,,,,,,,
28,14.0,,,,,,,,,
29,14.5,,,,,,,,,
30,15.0,,,,,,,,,
31,15.5,,,,,,,,,
32,16.0,,,,,,,,,
33,16.5,,,,,,,,,
34,17.0,,,,,,,,,
35,17.5,,,,,,,,,
36,18.0,,,,,,,,,
37,18.5,,,,,,,,,
38,19.0,,,,,,,,,
39,19.5,,,,,,,,,
40,20.0,,,,,,,,,
41,20.5,,,,,,,,,
42,21.0,,,,,,,,,
43,21.5,,,,,,,,,
44,22.0,,,,,,,,,
45,22.5,,,,,,,,,
46,23.0,,,,,,,,,
47,23.5,,,,,,,,,
48,24.0,,,,,,,,,
49,24.5,,,,,,,,,
50,25.0,,,,,,,,,
51,25.5,,,,,,,,,
52,26.0,,,,,,,,,
53,26.5,,,,,,,,,
54,27.0,,,,,,,,,
55,27.5,,,,,,,,,
56,28.0,,,,,,,,,
57,28.5,,,,,,,,,
58,29.0,,,,,,,,,
59,29.5,,,,,,,,,
60,30.0,,,,,,,,,
61,30.5,,,,,,,,,
62,31.0,,,,,,,,,
63,31.5,,,,,,,,,
64,32.0,,,,,,,,,
65,32.5,,,,,,,,,
66,33.0,,,,,,,,,
67,33.5,,,,,,,,,
68,34.0,,,,,,,,,
69,34.5,,,,,,,,,
70,35.0,,,,,,,,,
71,35.5,,,,,,,,,
72,36.0,,,,,,,,,
73,36.5,,,,,,,,,
74,37.0,,,,,,,,,
75,37.5,,,,,,,,,
76,38.0,,,,,,,,,
77,38.5,,,,,,,,,
78,39.0,,,,,,,,,
79,39.5,,,,,,,,,
80,40.0,,,,,,,,,
81,40.5,,,,,,,,,
82,41.0,,,,,,,,,
83,41.5,,,,,,,,,
84,42.0,,,,,,,,,
85,42.5,,,,,,,,,
86,43.0,,,,,,,,,
87,43.5,,,,,,,,,
88,44.0,,,,,,,,,
89,44.5,,,,,,,,,
90,45.0,,,,,,,,,
91,45.5,,,,,,,,,
92,46.0,,,,,,,,,
93,46.5,,,,,,,,,
94,47.0,,,,,,,,,
95,47.5,,,,,,,,,
96,48.0,,,,,,,,,
97,48.5,,,,,,,,,
98,49.0,,,,,,,,,
99,49.5,,,,,,,,,
100,50.0,,,,,,,,,
101,50.5,,,,,,,,,
102,51.0,,,,,,,,,
103,51.5,,,,,,,,,
104,52.0,,,,,,,,,
105,52.5,,,,,,,,,
106,53.0,,,,,,,,,
107,53.5,,,,,,,,,
108,54.0,,,,,,,,,
109,54.5,,,,,,,,,
110,55.0,,,,,,,,,
111,55.5,,,,,,,,,
112,56.0,,,,,,,,,
113,56.5,,,,,,,,,
114,57.0,,,,,,,,,
115,57.5,,,,,,,,,
116,58.0,,,,,,,,,
117,58.5,,,,,,,,,
118,59.0,,,,,,,,,
119,59.5,,,,,,,,,
120,60.0,,,,,,,,,
121,60.5,,,,,,,,,
122,61.0,,,,,,,,,
123,61.5,,,,,,,,,
124,62.0,,,,,,,,,
125,62.5,,,,,,,,,
126,63.0,,,,,,,,,
127,63.5,,,,,,,,,
128,64.0,,,,,,,,,
129,64.5,,,,,,,,,
130,65.0,,,,,,,,,
131,65.5,,,,,,,,,
132,66.0,,,,,,,,,
133,66.5,,,,,,,,,
134,67.0,,,,,,,,,
135,67.5,,,,,,,,,
136,68.0,,,,,,,,,
137,68.5,,,,,,,,,
138,69.0,,,,,,,,,
139,69.5,,,,,,,,,
140,70.0,,,,,,,,,
141,70.5,,,,,,,,,
142,71.0,,,,,,,,,
143,71.5,,,,,,,,,
144,72.0,,,,,,,,,
145,72.5,,,,,,,,,
146,73.0,,,,,,,,,
147,73.5,,,,,,,,,
148,74.0,,,,,,,,,
149,74.5,,,,,,,,,
150,75.0,,,,,,,,,
151,75.5,,,,,,,,,
152,76.0,,,,,,,,,
153,76.5,,,,,,,,,
154,77.0,,,,,,,,,
155,77.5,,,,,,,,,
156,78.0,,,,,,,,,
157,78.5,,,,,,,,,
158,79.0,,,,,,,,,
159,79.5,,,,,,,,,
160,80.0,,,,,,,,,
161,80.5,,,,,,,,,
162,81.0,,,,,,,,,
163,81.5,,,,,,,,,
164,82.0,,,,,,,,,
165,82.5,,,,,,,,,
166,83.0,,,,,,,,,
167,83.5,,,,,,,,,
168,84.0,,,,,,,,,
169,84.5,,,,,,,,,
170,85.0,,,,,,,,,
171,85.5,,,,,,,,,
172,86.0,,,,,,,,,
173,86.5,,,,,,,,,
174,87.0,,,,,,,,,
175,87.5,,,,,,,,,
176,88.0,,,,,,,,,
177,88.5,,,,,,,,,
178,89.0,,,,,,,,,
179,89.5,,,,,,,,,
180,90.0,,,,,,,,,
181,90.5,,,,,,,,,
182,91.0,,,,,,,,,
183,91.5,,,,,,,,,
184,92.0,,,,,,,,,
185,92.5,,,,,,,,,
186,93.0,,,,,,,,,
187,93.5,,,,,,,,,
188,94.0,,,,,,,,,
189,94.5,,,,,,,,,
190,95.0,,,,,,,,,
191,95.5,,,,,,,,,
192,96.0,,,,,,,,,
193,96.5,,,,,,,,,
194,97.0,,,,,,,,,
195,97.5,,,,,,,,,
196,98.0,,,,,,,,,
197,98.5,,,,,,,,,
198,99.0,,,,,,,,,
199,99.5,,,,,,,,,
200,100.0,,,,,,,,,
201,100.5,,,,,,,,,
202,101.0,,,,,,,,,
203,101.5,,,,,,,,,
204,102.0,,,,,,,,,
205,102.5,,,,,,,,,
206,103.0,,,,,,,,,
207,103.5,,,,,,,,,
208,104.0,,,,,,,,,
209,104.5,,,,,,,,,
210,105.0,,,,,,,,,
211,105.5,,,,,,,,,
212,106.0,,,,,,,,,
213,106.5,,,,,,,,,
214,107.0,,,,,,,,,
215,107.5,,,,,,,,,
216,108.0,,,,,,,,,
217,108.5,,,,,,,,,
218,109.0,,,,,,,,,
219,109.5,,,,,,,,,
220,110.0,,,,,,,,,
221,110.5,,,,,,,,,
222,111.0,,,,,,,,,
223,111.5,,,,,,,,,
224,112.0,,,,,,,,,
225,112.5,,,,,,,,,
226,113.0,,,,,,,,,
227,113.5,,,,,,,,,
228,114.0,,,,,,,,,
229,114.5,,,,,,,,,
230,115.0,,,,,,,,,
231,115.5,,,,,,,,,
232,116.0,,,,,,,,,
233,116.5,,,,,,,,,
234,117.0,,,,,,,,,
235,117.5,,,,,,,,,
236,118.0,,,,,,,,,
237,118.5,,,,,,,,,
238,119.0,,,,,,,,,
239,119.5,,,,,,,,,
240,120.0,,,,,,,,,
241,120.5,,,,,,,,,
242,121.0,,,,,,,,,
243,121.5,,,,,,,,,
244,122.0,,,,,,,,,
245,122.5,,,,,,,,,
246,123.0,,,,,,,,,
247,123.5,,,,,,,,,
248,124.0,,,,,,,,,
249,124.5,,,,,,,,,
250,125.0,,,,,,,,,
251,125.5,,,,,,,,,
252,126.0,,,,,,,,,
253,126.5,,,,,,,,,
254,127.0,,,,,,,,,
255,127.5,,,,,,,,,
256,128.0,,,,,,,,,
257,128.5,,,,,,,,,
258,129.0,,,,,,,,,
259,129.5,,,,,,,,,
260,130.0,,,,,,,,,
261,130.5,,,,,,,,,
262,131.0,,,,,,,,,
263,131.5,,,,,,,,,
264,132.0,,,,,,,,,
265,132.5,,,,,,,,,
266,133.0,,,,,,,,,
267,133.5,,,,,,,,,
268,134.0,,,,,,,,,
269,134.5,,,,,,,,,
270,135.0,,,,,,,,,
271,135.5,,,,,,,,,
272,136.0,,,,,,,,,
273,136.5,,,,,,,,,
274,137.0,,,,,,,,,
275,137.5,,,,,,,,,
276,138.0,,,,,,,,,
277,138.5,,,,,,,,,
278,139.0,,,,,,,,,
279,139.5,,,,,,,,,
280,140.0,,,,,,,,,
281,140.5,,,,,,,,,
282,141.0,,,,,,,,,
283,141.5,,,,,,,,,
284,142.0,,,,,,,,,
285,142.5,,,,,,,,,
286,143.0,,,,,,,,,
287,143.5,,,,,,,,,
288,144.0,,,,,,,,,
289,144.5,,,,,,,,,
290,145.0,,,,,,,,,
291,145.5,,,,,,,,,
292,146.0,,,,,,,,,
293,146.5,,,,,,,,,
294,147.0,,,,,,,,,
295,147.5,,,,,,,,,
296,148.0,,,,,,,,,
297,148.5,,,,,,,,,
298,149.0,,,,,,,,,
299,149.5,,,,,,,,,
300,150.0,,,,,,,,,
301,150.5,,,,,,,,,
302,151.0,,,,,,,,,
303,151.5,,,,,,,,,
304,152.0,,,,,,,,,
305,152.5,,,,,,,,,
306,153.0,,,,,,,,,
307,153.5,,,,,,,,,
308,154.0,,,,,,,,,
309,154.5,,,,,,,,,
310,155.0,,,,,,,,,
311,155.5,,,,,,,,,
312,156.0,,,,,,,,,
313,156.5,,,,,,,,,
314,157.0,,,,,,,,,
315,157.5,,,,,,,,,
316,158.0,,,,,,,,,
317,158.5,,,,,,,,,
318,159.0,,,,,,,,,
319,159.5,,,,,,,,,
320,160.0,,,,,,,,,
321,160.5,,,,,,,,,
322,161.0,,,,,,,,,
323,161.5,,,,,,,,,
324,162.0,,,,,,,,,
325,162.5,,,,,,,,,
326,163.0,,,,,,,,,
327,163.5,,,,,,,,,
328,164.0,,,,,,,,,
329,164.5,,,,,,,,,
330,165.0,,,,,,,,,
331,165.5,,,,,,,,,
332,166.0,,,,,,,,,
333,166.5,,,,,,,,,
334,167.0,,,,,,,,,
335,167.5,,,,,,,,,
336,168.0,,,,,,,,,
337,168.5,,,,,,,,,
338,169.0,,,,,,,,,
339,169.5,,,,,,,,,
340,170.0,,,,,,,,,
341,170.5,,,,,,,,,
342,171.0,,,,,,,,,
343,171.5,,,,,,,,,
344,172.0,,,,,,,,,
345,172.5,,,,,,,,,
346,173.0,,,,,,,,,
347,173.5,,,,,,,,,
348,174.0,,,,,,,,,
349,174.5,,,,,,,,,
350,175.0,,,,,,,,,
351,175.5,,,,,,,,,
352,176.0,,,,,,,,,
353,176.5,,,,,,,,,
354,177.0,,,,,,,,,
355,177.5,,,,,,,,,
356,178.0,,,,,,,,,
357,178.5,,,,,,,,,
358,179.0,,,,,,,,,
359,179.5,,,,,,,,,
360,180.0,,,,,,,,,
361,180.5,,,,,,,,,
362,181.0,,,,,,,,,
363,181.5,,,,,,,,,
364,182.0,,,,,,,,,
365,182.5,,,,,,,,,
366,183.0,,,,,,,,,
367,183.5,,,,,,,,,
368,184.0,,,,,,,,,
369,184.5,,,,,,,,,
370,185.0,,,,,,,,,
371,185.5,,,,,,,,,
372,186.0,,,,,,,,,
373,186.5,,,,,,,,,
374,187.0,,,,,,,,,
375,187.5,,,,,,,,,
376,188.0,,,,,,,,,
377,188.5,,,,,,,,,
378,189.0,,,,,,,,,
379,189.5,,,,,,,,,
380,190.0,,,,,,,,,
381,190.5,,,,,,,,,
382,191.0,,,,,,,,,
383,191.5,,,,,,,,,
384,192.0,,,,,,,,,
385,192.5,,,,,,,,,
386,193.0,,,,,,,,,
387,193.5,,,,,,,,,
388,194.0,,,,,,,,,
389,194.5,,,,,,,,,
390,195.0,,,,,,,,,
391,195.5,,,,,,,,,
392,196.0,,,,,,,,,
393,196.5,,,,,,,,,
394,197.0,,,,,,,,,
395,197.5,,,,,,,,,
396,198.0,,,,,,,,,
397,198.5,,,,,,,,,
398,199.0,,,,,,,,,
399,199.5,,,,,,,,,
400,200.0,,,,,,,,,
401,200.5,,,,,,,,,
402,201.0,,,,,,,,,
403,201.5,,,,,,,,,
404,202.0,,,,,,,,,
405,202.5,,,,,,,,,
406,203.0,,,,,,,,,
407,203.5,,,,,,,,,
408,204.0,,,,,,,,,
409,204.5,,,,,,,,,
410,205.0,,,,,,,,,
411,205.5,,,,,,,,,
412,206.0,,,,,,,,,
413,206.5,,,,,,,,,
414,207.0,,,,,,,,,
415,207.5,,,,,,,,,
416,208.0,,,,,,,,,
417,208.5,,,,,,,,,
418,209.0,,,,,,,,,
419,209.5,,,,,,,,,
420,210.0,,,,,,,,,
421,210.5,,,,,,,,,
422,211.0,,,,,,,,,
423,211.5,,,,,,,,,
424,212.0,,,,,,,,,
425,212.5,,,,,,,,,
426,213.0,,,,,,,,,
427,213.5,,,,,,,,,
428,214.0,,,,,,,,,
429,214.5,,,,,,,,,
430,215.0,,,,,,,,,
431,215.5,,,,,,,,,
432,216.0,,,,,,,,,
433,216.5,,,,,,,,,
434,217.0,,,,,,,,,
435,217.5,,,,,,,,,
436,218.0,,,,,,,,,
437,218.5,,,,,,,,,
438,219.0,,,,,,,,,
439,219.5,,,,,,,,,
440,220.0,,,,,,,,,
441,220.5,,,,,,,,,
442,221.0,,,,,,,,,
443,221.5,,,,,,,,,
444,222.0,,,,,,,,,
445,222.5,,,,,,,,,
446,223.0,,,,,,,,,
447,223.5,,,,,,,,,
448,224.0,,,,,,,,,
449,224.5,,,,,,,,,
450,225.0,,,,,,,,,
451,225.5,,,,,,,,,
452,226.0,,,,,,,,,
453,226.5,,,,,,,,,
454,227.0,,,,,,,,,
455,227.5,,,,,,,,,
456,228.0,,,,,,,,,
457,228.5,,,,,,,,,
458,229.0,,,,,,,,,
459,229.5,,,,,,,,,
460,230.0,,,,,,,,,
461,230.5,,,,,,,,,
462,231.0,,,,,,,,,
463,231.5,,,,,,,,,
464,232.0,,,,,,,,,
465,232.5,,,,,,,,,
466,233.0,,,,,,,,,
467,233.5,,,,,,,,,
468,234.0,,,,,,,,,
469,234.5,,,,,,,,,
470,235.0,,,,,,,,,
471,235.5,,,,,,,,,
472,236.0,,,,,,,,,
473,236.5,,,,,,,,,
474,237.0,,,,,,,,,
475,237.5,,,,,,,,,
476,238.0,,,,,,,,,
477,238.5,,,,,,,,,
478,239.0,,,,,,,,,
479,239.5,,,,,,,,,
480,240.0,,,,,,,,,
481,240.5,,,,,,,,,
482,241.0,,,,,,,,,
483,241.5,,,,,,,,,
484,242.0,,,,,,,,,
485,242.5,,,,,,,,,
486,243.0,,,,,,,,,
487,243.5,,,,,,,,,
488,244.0,,,,,,,,,
489,244.5,,,,,,,,,
490,245.0,,,,,,,,,
491,245.5,,,,,,,,,
492,246.0,,,,,,,,,
493,246.5,,,,,,,,,
494,247.0,,,,,,,,,
495,247.5,,,,,,,,,
496,248.0,,,,,,,,,
497,248.5,,,,,,,,,
498,249.0,,,,,,,,,
499,249.5,,,,,,,,,
500,250.0,,,,,,,,,
501,250.5,,,,,,,,,
502,251.0,,,,,,,,,
503,251.5,,,,,,,,,
504,252.0,,,,,,,,,
505,252.5,,,,,,,,,
506,253.0,,,,,,,,,
507,253.5,,,,,,,,,
508,254.0,,,,,,,,,
509,254.5,,,,,,,,,
510,255.0,,,,,,,,,
511,255.5,,,,,,,,,
512,256.0,,,,,,,,,
513,256.5,,,,,,,,,
514,257.0,,,,,,,,,
515,257.5,,,,,,,,,
516,258.0,,,,,,,,,
517,258.5,,,,,,,,,
518,259.0,,,,,,,,,
519,259.5,,,,,,,,,
520,260.0,,,,,,,,,
521,260.5,,,,,,,,,
522,261.0,,,,,,,,,
523,261.5,,,,,,,,,
524,262.0,,,,,,,,,
525,262.5,,,,,,,,,
526,263.0,,,,,,,,,
527,263.5,,,,,,,,,
528,264.0,,,,,,,,,
529,264.5,,,,,,,,,
530,265.0,,,,,,,,,
531,265.5,,,,,,,,,
532,266.0,,,,,,,,,
533,266.5,,,,,,,,,
534,267.0,,,,,,,,,
535,267.5,,,,,,,,,
536,268.0,,,,,,,,,
537,268.5,,,,,,,,,
538,269.0,,,,,,,,,
539,269.5,,,,,,,,,
540,270.0,,,,,,,,,
541,270.5,,,,,,,,,
542,271.0,,,,,,,,,
543,271.5,,,,,,,,,
544,272.0,,,,,,,,,
545,272.5,,,,,,,,,
546,273.0,,,,,,,,,
547,273.5,,,,,,,,,
548,274.0,,,,,,,,,
549,274.5,,,,,,,,,
550,275.0,,,,,,,,,
551,275.5,,,,,,,,,
552,276.0,,,,,,,,,
553,276.5,,,,,,,,,
554,277.0,,,,,,,,,
555,277.5,,,,,,,,,
556,278.0,,,,,,,,,
557,278.5,,,,,,,,,
558,279.0,,,,,,,,,
559,279.5,,,,,,,,,
560,280.0,,,,,,,,,
561,280.5,,,,,,,,,
562,281.0,,,,,,,,,
563,281.5,,,,,,,,,
564,282.0,,,,,,,,,
565,282.5,,,,,,,,,
566,283.0,,,,,,,,,
567,283.5,,,,,,,,,
568,284.0,,,,,,,,,
569,284.5,,,,,,,,,
570,285.0,,,,,,,,,
571,285.5,,,,,,,,,
572,286.0,,,,,,,,,
573,286.5,,,,,,,,,
574,287.0,,,,,,,,,
575,287.5,,,,,,,,,
576,288.0,,,,,,,,,
577,288.5,,,,,,,,,
578,289.0,,,,,,,,,
579,289.5,,,,,,,,,
580,290.0,,,,,,,,,
581,290.5,,,,,,,,,
582,291.0,,,,,,,,,
583,291.5,,,,,,,,,
584,292.0,,,,,,,,,
585,292.5,,,,,,,,,
586,293.0,,,,,,,,,
587,293.5,,,,,,,,,
588,294.0,,,,,,,,,
589,294.5,,,,,,,,,
590,295.0,,,,,,,,,
591,295.5,,,,,,,,,
592,296.0,,,,,,,,,
593,296.5,,,,,,,,,
594,297.0,,,,,,,,,
595,297.5,,,,,,,,,
596,298.0,,,,,,,,,
597,298.5,,,,,,,,,
598,299.0,,,,,,,,,
599,299.5,,,,,,,,,
600,300.0,,,,,,,,,
601,300.5,,,,,,,,,
602,301.0,,,,,,,,,
603,301.5,,,,,,,,,
604,302.0,,,,,,,,,
605,302.5,,,,,,,,,
606,303.0,,,,,,,,,
607,303.5,,,,,,,,,
608,304.0,,,,,,,,,
609,304.5,,,,,,,,,
610,305.0,,,,,,,,,
611,305.5,,,,,,,,,
612,306.0,,,,,,,,,
613,306.5,,,,,,,,,
614,307.0,,,,,,,,,
615,307.5,,,,,,,,,
616,308.0,,,,,,,,,
617,308.5,,,,,,,,,
618,309.0,,,,,,,,,
619,309.5,,,,,,,,,
620,310.0,,,,,,,,,
621,310.5,,,,,,,,,
622,311.0,,,,,,,,,
623,311.5,,,,,,,,,
624,312.0,,,,,,,,,
625,312.5,,,,,,,,,
626,313.0,,,,,,,,,
627,313.5,,,,,,,,,
628,314.0,,,,,,,,,
629,314.5,,,,,,,,,
630,315.0,,,,,,,,,
631,315.5,,,,,,,,,
632,316.0,,,,,,,,,
633,316.5,,,,,,,,,
634,317.0,,,,,,,,,
635,317.5,,,,,,,,,
636,318.0,,,,,,,,,
637,318.5,,,,,,,,,
638,319.0,,,,,,,,,
639,319.5,,,,,,,,,
640,320.0,,,,,,,,,
641,320.5,,,,,,,,,
642,321.0,,,,,,,,,
643,321.5,,,,,,,,,
644,322.0,,,,,,,,,
645,322.5,,,,,,,,,
646,323.0,,,,,,,,,
647,323.5,,,,,,,,,
648,324.0,,,,,,,,,
649,324.5,,,,,,,,,
650,325.0,,,,,,,,,
651,325.5,,,,,,,,,
652,326.0,,,,,,,,,
653,326.5,,,,,,,,,
654,327.0,,,,,,,,,
655,327.5,,,,,,,,,
656,328.0,,,,,,,,,
657,328.5,,,,,,,,,
658,329.0,,,,,,,,,
659,329.5,,,,,,,,,
660,330.0,,,,,,,,,
661,330.5,,,,,,,,,
662,331.0,,,,,,,,,
663,331.5,,,,,,,,,
664,332.0,,,,,,,,,
665,332.5,,,,,,,,,
666,333.0,,,,,,,,,
667,333.5,,,,,,,,,
668,334.0,,,,,,,,,
669,334.5,,,,,,,,,
670,335.0,,,,,,,,,
671,335.5,,,,,,,,,
672,336.0,,,,,,,,,
673,336.5,,,,,,,,,
674,337.0,,,,,,,,,
675,337.5,,,,,,,,,
676,338.0,,,,,,,,,
677,338.5,,,,,,,,,
678,339.0,,,,,,,,,
679,339.5,,,,,,,,,
680,340.0,,,,,,,,,
681,340.5,,,,,,,,,
682,341.0,,,,,,,,,
683,341.5,,,,,,,,,
684,342.0,,,,,,,,,
685,342.5,,,,,,,,,
686,343.0,,,,,,,,,
687,343.5,,,,,,,,,
688,344.0,,,,,,,,,
689,344.5,,,,,,,,,
690,345.0,,,,,,,,,
691,345.5,,,,,,,,,
692,346.0,,,,,,,,,
693,346.5,,,,,,,,,
694,347.0,,,,,,,,,
695,347.5,,,,,,,,,
696,348.0,,,,,,,,,
697,348.5,,,,,,,,,
698,349.0,,,,,,,,,
699,349.5,,,,,,,,,
700,350.0,,,,,,,,,
701,350.5,,,,,,,,,
702,351.0,,,,,,,,,
703,351.5,,,,,,,,,
704,352.0,,,,,,,,,
705,352.5,,,,,,,,,
706,353.0,,,,,,,,,
707,353.5,,,,,,,,,
708,354.0,,,,,,,,,
709,354.5,,,,,,,,,
710,355.0,,,,,,,,,
711,355.5,,,,,,,,,
712,356.0,,,,,,,,,
713,356.5,,,,,,,,,
714,357.0,,,,,,,,,
715,357.5,,,,,,,,,
716,358.0,,,,,,,,,
717,358.5,,,,,,,,,
718,359.0,,,,,,,,,
719,359.5,,,,,,,,,
720,360.0,,,,,,,,,
721,360.5,,,,,,,,,
722,361.0,,,,,,,,,
723,361.5,,,,,,,,,
724,362.0,,,,,,,,,
725,362.5,,,,,,,,,
726,363.0,,,,,,,,,
727,363.5,,,,,,,,,
728,364.0,,,,,,,,,
729,364.5,,,,,,,,,
730,365.0,,,,,,,,,
731,365.5,,,,,,,,,
732,366.0,,,,,,,,,
733,366.5,,,,,,,,,
734,367.0,,,,,,,,,
735,367.5,,,,,,,,,
736,368.0,,,,,,,,,
737,368.5,,,,,,,,,
738,369.0,,,,,,,,,
739,369.5,,,,,,,,,
740,370.0,,,,,,,,,
741,370.5,,,,,,,,,
742,371.0,,,,,,,,,
743,371.5,,,,,,,,,
744,372.0,,,,,,,,,
745,372.5,,,,,,,,,
746,373.0,,,,,,,,,
747,373.5,,,,,,,,,
748,374.0,,,,,,,,,
749,374.5,,,,,,,,,
750,375.0,,,,,,,,,
751,375.5,,,,,,,,,
752,376.0,,,,,,,,,
753,376.5,,,,,,,,,
754,377.0,,,,,,,,,
755,377.5,,,,,,,,,
756,378.0,,,,,,,,,
757,378.5,,,,,,,,,
758,379.0,,,,,,,,,
759,379.5,,,,,,,,,
760,380.0,,,,,,,,,
761,380.5,,,,,,,,,
762,381.0,,,,,,,,,
763,381.5,,,,,,,,,
764,382.0,,,,,,,,,
765,382.5,,,,,,,,,
766,383.0,,,,,,,,,
767,383.5,,,,,,,,,
768,384.0,,,,,,,,,
769,384.5,,,,,,,,,
770,385.0,,,,,,,,,
771,385.5,,,,,,,,,
772,386.0,,,,,,,,,
773,386.5,,,,,,,,,
774,387.0,,,,,,,,,
775,387.5,,,,,,,,,
776,388.0,,,,,,,,,
777,388.5,,,,,,,,,
778,389.0,,,,,,,,,
779,389.5,,,,,,,,,
780,390.0,,,,,,,,,
781,390.5,,,,,,,,,
782,391.0,,,,,,,,,
783,391.5,,,,,,,,,
784,392.0,,,,,,,,,
785,392.5,,,,,,,,,
786,393.0,,,,,,,,,
787,393.5,,,,,,,,,
788,394.0,,,,,,,,,
789,394.5,,,,,,,,,
790,395.0,,,,,,,,,
791,395.5,,,,,,,,,
792,396.0,,,,,,,,,
793,396.5,,,,,,,,,
794,397.0,,,,,,,,,
795,397.5,,,,,,,,,
796,398.0,,,,,,,,,
797,398.5,,,,,,,,,
798,399.0,,,,,,,,,
799,399.5,,,,,,,,,
800,400.0,,,,,,,,,
801,400.5,,,,,,,,,
802,401.0,,,,,,,,,
803,401.5,,,,,,,,,
804,402.0,,,,,,,,,
805,402.5,,,,,,,,,
806,403.0,,,,,,,,,
807,403.5,,,,,,,,,
808,404.0,,,,,,,,,
809,404.5,,,,,,,,,
810,405.0,,,,,,,,,
811,405.5,,,,,,,,,
812,406.0,,,,,,,,,
813,406.5,,,,,,,,,
814,407.0,,,,,,,,,
815,407.5,,,,,,,,,
816,408.0,,,,,,,,,
817,408.5,,,,,,,,,
818,409.0,,,,,,,,,
819,409.5,,,,,,,,,
820,410.0,,,,,,,,,
821,410.5,,,,,,,,,
822,411.0,,,,,,,,,
823,411.5,,,,,,,,,
824,412.0,,,,,,,,,
825,412.5,,,,,,,,,
826,413.0,,,,,,,,,
827,413.5,,,,,,,,,
828,414.0,,,,,,,,,
829,414.5,,,,,,,,,
830,415.0,,,,,,,,,
831,415.5,,,,,,,,,
832,416.0,,,,,,,,,
833,416.5,,,,,,,,,
834,417.0,,,,,,,,,
835,417.5,,,,,,,,,
836,418.0,,,,,,,,,
837,418.5,,,,,,,,,
838,419.0,,,,,,,,,
839,419.5,,,,,,,,,
840,420.0,,,,,,,,,
841,420.5,,,,,,,,,
842,421.0,,,,,,,,,
843,421.5,,,,,,,,,
844,422.0,,,,,,,,,
845,422.5,,,,,,,,,
846,423.0,,,,,,,,,
847,423.5,,,,,,,,,
848,424.0,,,,,,,,,
849,424.5,,,,,,,,,
850,425.0,,,,,,,,,
851,425.5,,,,,,,,,
852,426.0,,,,,,,,,
853,426.5,,,,,,,,,
854,427.0,,,,,,,,,
855,427.5,,,,,,,,,
856,428.0,,,,,,,,,
857,428.5,,,,,,,,,
858,429.0,,,,,,,,,
859,429.5,,,,,,,,,
860,430.0,,,,,,,,,
861,430.5,,,,,,,,,
862,431.0,,,,,,,,,
863,431.5,,,,,,,,,
864,432.0,,,,,,,,,
865,432.5,,,,,,,,,
866,433.0,,,,,,,,,
867,433.5,,,,,,,,,
868,434.0,,,,,,,,,
869,434.5,,,,,,,,,
870,435.0,,,,,,,,,
871,435.5,,,,,,,,,
872,436.0,,,,,,,,,
873,436.5,,,,,,,,,
874,437.0,,,,,,,,,
875,437.5,,,,,,,,,
876,438.0,,,,,,,,,
877,438.5,,,,,,,,,
878,439.0,,,,,,,,,
879,439.5,,,,,,,,,
880,440.0,,,,,,,,,
881,440.5,,,,,,,,,
882,441.0,,,,,,,,,
883,441.5,,,,,,,,,
884,442.0,,,,,,,,,
885,442.5,,,,,,,,,
886,443.0,,,,,,,,,
887,443.5,,,,,,,,,
888,444.0,,,,,,,,,
889,444.5,,,,,,,,,
890,445.0,,,,,,,,,
891,445.5,,,,,,,,,
892,446.0,,,,,,,,,
893,446.5,,,,,,,,,
894,447.0,,,,,,,,,
895,447.5,,,,,,,,,
896,448.0,,,,,,,,,
897,448.5,,,,,,,,,
898,449.0,,,,,,,,,
899,449.5,,,,,,,,,
900,450.0,,,,,,,,,
901,450.5,,,,,,,,,
902,451.0,,,,,,,,,
903,451.5,,,,,,,,,
904,452.0,,,,,,,,,
905,452.5,,,,,,,,,
906,453.0,,,,,,,,,
907,453.5,,,,,,,,,
908,454.0,,,,,,,,,
909,454.5,,,,,,,,,
910,455.0,,,,,,,,,
911,455.5,,,,,,,,,
912,456.0,,,,,,,,,
913,456.5,,,,,,,,,
914,457.0,,,,,,,,,
915,457.5,,,,,,,,,
916,458.0,,,,,,,,,
917,458.5,,,,,,,,,
918,459.0,,,,,,,,,
919,459.5,,,,,,,,,
920,460.0,,,,,,,,,
921,460.5,,,,,,,,,
922,461.0,,,,,,,,,
923,461.5,,,,,,,,,
924,462.0,,,,,,,,,
925,462.5,,,,,,,,,
926,463.0,,,,,,,,,
